,STABBR,PREDDEG,CONTROL,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,labels
1467,KY,1,3,0.7167,1048.0,107.0,8792.0,11434.0,0.46545000000000003,0.6275,0.634,2
1468,KY,2,2,0.7167,1048.0,605.0,8792.0,19292.0,0.1761,0.662,0.4737,1
1469,KY,1,3,0.7167,1048.0,168.0,8792.0,12055.0,0.46545000000000003,0.6993,0.75,2
1470,KY,1,3,0.7167,1048.0,123.0,8792.0,12096.0,0.46545000000000003,0.7136,0.8545,2
1471,KY,1,3,0.7167,1048.0,165.0,8792.0,11300.0,0.46545000000000003,0.723,0.7734,2
1472,KY,2,3,0.7167,1048.0,443.0,8792.0,18493.0,0.3023,0.7407,0.8137,2
1473,KY,1,1,0.7167,1048.0,6037.0,5830.0,18259.0,0.46545000000000003,0.4519,0.6121,3
1474,KY,1,1,0.7167,1048.0,2582.0,6167.0,18259.0,0.46545000000000003,0.2132,0.3703,3
1475,KY,3,2,0.8108,952.0,1277.0,8792.0,17370.0,0.4019,0.7012,0.4731,1
1476,KY,1,3,0.7167,1048.0,528.0,8792.0,25201.0,0.46545000000000003,0.6072,0.5324,4
1477,KY,2,3,0.7167,1048.0,3404.0,8792.0,23441.0,0.481,0.6739,0.5028,2
1478,KY,3,2,0.8775,1033.0,1208.0,8792.0,18889.0,0.5703,0.5357,0.2612,1
1479,KY,3,2,0.9615,1213.0,1081.0,8792.0,20488.0,0.7224,0.5829,0.2709,1
1480,KY,1,3,0.7167,1048.0,95.0,8792.0,11987.0,0.46545000000000003,0.8409,0.9242,2
1481,KY,3,2,0.7416,1007.0,808.0,8792.0,17564.0,0.3418,0.7964,0.58,1
1482,KY,3,1,0.9232,1009.0,15780.0,10470.0,18259.0,0.4368,0.5413,0.3934,0
1483,LA,1,1,0.7167,1048.0,1439.0,6981.0,18259.0,0.46545000000000003,0.0,0.367,3
1484,LA,1,3,0.7167,1048.0,85.0,8792.0,13543.0,0.46545000000000003,0.6634,0.8614,2
1485,LA,1,3,0.7167,1048.0,267.0,8792.0,20988.0,0.46545000000000003,0.9403,0.9005,2
1486,LA,1,2,0.7167,1048.0,56.0,8792.0,18259.0,0.46545000000000003,0.8929,0.5357,2
1487,LA,0,2,0.7167,1048.0,22.0,8792.0,18259.0,0.46545000000000003,0.8,0.3333,4
1488,LA,2,3,0.7167,1048.0,80.0,8792.0,18259.0,0.46545000000000003,0.4938,0.4938,4
1489,LA,1,1,0.7167,1048.0,1610.0,7254.0,18259.0,0.46545000000000003,0.0,0.1423,3
1490,LA,2,1,0.7167,1048.0,7222.0,8051.0,18259.0,0.46545000000000003,0.6244,0.7067,0
1491,LA,1,3,0.7167,1048.0,23.0,8792.0,9349.0,0.46545000000000003,0.1981,0.8774,4
1492,LA,3,2,0.6597,1131.0,579.0,8792.0,18296.0,0.59,0.5358,0.3539,1
1493,LA,1,3,0.7167,1048.0,51.0,8792.0,2350.0,0.46545000000000003,0.0,0.8462,4
1494,LA,1,3,0.7167,1048.0,469.0,8792.0,13851.0,0.46545000000000003,0.334,0.1827,4
1495,LA,1,3,0.7167,1048.0,63.0,8792.0,14119.0,0.46545000000000003,0.4915,0.4576,4
1496,LA,1,1,0.7167,1048.0,17467.0,6952.0,18259.0,0.46545000000000003,0.6351,0.7271,0
1497,LA,2,3,0.7167,1048.0,199.0,8792.0,17866.0,0.46545000000000003,0.9489,0.9617,2
1498,LA,1,3,0.7167,1048.0,58.0,8792.0,8308.0,0.46545000000000003,0.0,0.6667,4
1499,LA,1,3,0.7167,1048.0,91.0,8792.0,9300.0,0.46545000000000003,0.4252,0.4252,4
1500,LA,3,2,0.3544,884.0,1183.0,8792.0,16233.0,0.4566,0.8707,0.7682,1
1501,LA,1,1,0.7167,1048.0,1675.0,7890.0,18259.0,0.46545000000000003,0.0403,0.6384,3
1502,LA,3,1,0.4363,863.0,4100.0,14501.0,18259.0,0.3167,0.8446,0.7346,0
1503,LA,1,3,0.7167,1048.0,62.0,8792.0,12291.0,0.46545000000000003,0.8816,0.8553,2
1504,LA,2,3,0.7167,1048.0,569.0,8792.0,19211.0,0.46545000000000003,0.6638,0.4914,2
1505,LA,1,3,0.7167,1048.0,36.0,8792.0,4185.0,0.46545000000000003,0.0,0.5714,4
1506,LA,1,3,0.7167,1048.0,76.0,8792.0,8874.0,0.46545000000000003,0.0,0.6234,4
1507,LA,3,1,0.7167,1048.0,915.0,8792.0,18259.0,0.46545000000000003,0.5177,0.2239,0
1508,LA,3,1,0.6074,950.0,1984.0,11047.0,18259.0,0.138,0.371,0.4093,0
1509,LA,3,1,0.7623,1162.0,23990.0,11610.0,18259.0,0.6914,0.3532,0.1978,0
1510,LA,2,1,0.7167,1048.0,2424.0,7828.0,18259.0,0.46545000000000003,0.5977,0.4263,0
1511,LA,3,1,0.8349,1030.0,2796.0,7436.0,18259.0,0.3255,0.3237,0.2997,0
1512,LA,1,1,0.7167,1048.0,1713.0,7252.0,18259.0,0.46545000000000003,0.0,0.4377,3
1513,LA,1,3,0.7167,1048.0,226.0,8792.0,13719.0,0.46545000000000003,0.5609,0.3683,4
1514,LA,1,3,0.7167,1048.0,116.0,8792.0,14506.0,0.46545000000000003,0.6335,0.5204,4
1515,LA,1,3,0.7167,1048.0,42.0,8792.0,8217.0,0.46545000000000003,0.2388,0.4179,4
1516,LA,3,2,0.7423,968.0,1081.0,8792.0,11611.0,0.4251,0.589,0.454,1
1517,LA,1,3,0.7167,1048.0,14.0,8792.0,10089.0,0.46545000000000003,0.4286,0.6939,4
1518,LA,3,1,0.6744,1089.0,7047.0,9283.0,18259.0,0.4934,0.304,0.2218,0
1519,LA,3,2,0.8707,1143.0,2910.0,8792.0,21546.0,0.5486,0.5825,0.2972,1
1520,LA,3,1,0.6151,1030.0,6777.0,8515.0,18259.0,0.3817,0.4129,0.3639,0
1521,LA,3,1,0.5036,1072.0,6854.0,9012.0,18259.0,0.3214,0.3476,0.3202,0
1522,LA,3,1,0.8694,1030.0,5682.0,9660.0,18259.0,0.4126,0.4958,0.3935,0
1523,LA,3,1,0.7724,1050.0,5863.0,7568.0,18259.0,0.4017,0.4092,0.3727,0
1524,LA,1,1,0.7167,1048.0,1495.0,7650.0,18259.0,0.46545000000000003,0.0,0.5106,3
1525,LA,4,2,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
1526,LA,3,1,0.84,1007.0,7026.0,8224.0,18259.0,0.3739,0.4878,0.4023,0
1527,LA,3,2,0.4847,1048.0,842.0,8792.0,12151.0,0.2805,0.6594,0.4573,1
1528,LA,2,2,0.6615,1010.0,1483.0,8792.0,15756.0,0.3594,0.6578,0.3701,1
1529,LA,1,3,0.7167,1048.0,25.0,8792.0,8421.0,0.46545000000000003,0.7826,0.7681,2
1530,LA,1,3,0.7167,1048.0,28.0,8792.0,9331.0,0.46545000000000003,0.0,1.0,4
1531,LA,1,3,0.7167,1048.0,28.0,8792.0,5463.0,0.46545000000000003,0.9545,1.0,2
1532,LA,1,3,0.7167,1048.0,75.0,8792.0,9733.0,0.46545000000000003,0.0,0.549,4
1533,LA,1,3,0.7167,1048.0,1707.0,8792.0,14656.0,0.46545000000000003,0.8128,0.5034,2
1534,LA,3,2,0.7167,1048.0,133.0,8792.0,25915.0,0.75,0.0192,0.2308,3
1535,LA,1,3,0.7167,1048.0,107.0,8792.0,12339.0,0.46545000000000003,0.6941,0.5235,2
1536,LA,1,3,0.7167,1048.0,41.0,8792.0,12830.0,0.46545000000000003,0.377,0.6393,4
1537,LA,1,1,0.7167,1048.0,1776.0,8017.0,18259.0,0.46545000000000003,0.0,0.3961,3
1538,LA,1,2,0.7805,1048.0,326.0,8792.0,22144.0,0.46545000000000003,0.5095,0.7139,4
1539,LA,1,1,0.7167,1048.0,2609.0,7595.0,18259.0,0.46545000000000003,0.0,0.4243,3
1540,LA,1,3,0.7167,1048.0,116.0,8792.0,13900.0,0.46545000000000003,0.0,0.5903,4
1541,LA,3,1,0.448,1030.0,11704.0,9493.0,18259.0,0.3582,0.3998,0.3334,0
1542,LA,3,1,0.359,890.0,5666.0,14241.0,18259.0,0.3183,0.7496,0.6277,0
1543,LA,3,1,0.4888,808.0,1782.0,8474.0,18259.0,0.1119,0.6803,0.6273,0
1544,LA,2,1,0.7167,1048.0,2784.0,9308.0,18259.0,0.46545000000000003,0.6404,0.6136,0
1545,LA,3,1,0.593,1070.0,14261.0,8478.0,18259.0,0.4482,0.3735,0.3405,0
1546,LA,1,1,0.7167,1048.0,1705.0,7682.0,18259.0,0.46545000000000003,0.0,0.3571,3
1547,LA,3,2,0.2643,1341.0,8290.0,8792.0,32220.0,0.7602,0.3702,0.1617,1
1548,LA,3,2,0.5443,1048.0,2459.0,8792.0,19119.0,0.4804,0.7093,0.5739,1
1549,LA,1,1,0.7167,1048.0,1460.0,8555.0,18259.0,0.46545000000000003,0.0,0.2032,3
1550,ME,2,3,0.7167,1048.0,977.0,8792.0,16243.0,0.1809,0.7276,0.7244,2
1551,ME,3,2,0.7367,1048.0,356.0,8792.0,21972.0,0.6905,0.5421,0.3006,1
1552,ME,3,2,0.2417,1048.0,1791.0,8792.0,24936.0,0.9299,0.255,0.1112,1
1553,ME,2,3,0.7167,1048.0,461.0,8792.0,13709.0,0.46545000000000003,0.7409,0.7604,2
1554,ME,3,2,0.1495,1423.0,1789.0,8792.0,18613.0,0.9326,0.1963,0.1376,1
1555,ME,2,2,0.4545,1010.0,178.0,8792.0,12126.0,0.46545000000000003,0.8203,0.4516,1
1556,ME,2,1,0.7167,1048.0,2531.0,8612.0,18259.0,0.46545000000000003,0.4481,0.5126,0
1557,ME,3,2,0.2604,1343.0,1820.0,8792.0,23428.0,0.9251,0.205,0.1079,1
1558,ME,2,1,0.6639,1048.0,2046.0,8924.0,18259.0,0.46545000000000003,0.5181,0.5364,0
1559,ME,3,2,0.7989,962.0,2290.0,8792.0,17640.0,0.4654,0.5926,0.2796,1
1560,ME,2,1,0.7167,1048.0,1627.0,9620.0,18259.0,0.46545000000000003,0.3656,0.5194,0
1561,ME,1,2,0.7167,1048.0,83.0,8792.0,34608.0,0.46545000000000003,0.4853,0.2206,1
1562,ME,3,1,0.7167,1048.0,4306.0,10256.0,18259.0,0.137,0.6228,0.5671,0
1563,ME,3,1,0.837,1048.0,1858.0,14764.0,18259.0,0.5511,0.7717,0.4601,0
1564,ME,3,1,0.6293,908.0,913.0,12695.0,18259.0,0.4273,0.4269,0.3216,0
1565,ME,3,1,0.854,937.0,596.0,9133.0,18259.0,0.3091,0.4357,0.4086,0
1566,ME,3,1,0.8106,1085.0,8619.0,16831.0,18259.0,0.5556,0.6405,0.3718,0
1567,ME,3,1,0.6536,1026.0,994.0,19687.0,18259.0,0.752,0.7978,0.288,0
1568,ME,3,1,0.7167,1048.0,924.0,10867.0,18259.0,0.3077,0.4429,0.3636,0
1569,ME,3,2,0.8584,1057.0,2179.0,8792.0,29631.0,0.5966,0.6868,0.2279,1
1570,ME,2,1,0.681,1048.0,765.0,11881.0,18259.0,0.46545000000000003,0.3933,0.5298,0
1571,ME,1,3,0.7167,1048.0,314.0,8792.0,13109.0,0.46545000000000003,0.6692,0.7176,2
1572,ME,3,2,0.9625,1048.0,375.0,8792.0,29009.0,0.45,0.8211,0.4309,1
1573,ME,3,2,0.7778,960.0,1276.0,8792.0,26575.0,0.5543,0.5758,0.2435,1
1574,ME,1,3,0.7167,1048.0,245.0,8792.0,11871.0,0.46545000000000003,0.5731,0.3584,4
1575,ME,2,1,0.7167,1048.0,5958.0,11395.0,18259.0,0.46545000000000003,0.4857,0.4876,0
1576,ME,3,1,0.828,1003.0,6079.0,17300.0,18259.0,0.3356,0.5807,0.3636,0
1577,ME,3,2,0.7244,895.0,846.0,8792.0,18621.0,0.4298,0.5895,0.3331,1
1578,ME,3,2,0.8882,1048.0,553.0,8792.0,21733.0,0.5141,0.8585,0.4413,1
1579,ME,1,1,0.7167,1048.0,330.0,7392.0,18259.0,0.46545000000000003,0.3839,0.6966,3
1580,MD,1,3,0.7167,1048.0,39.0,8792.0,9385.0,0.46545000000000003,0.6867,0.8193,2
1581,MD,1,3,0.7167,1048.0,40.0,8792.0,16407.0,0.46545000000000003,0.3478,0.5978,4
1582,MD,2,1,0.7167,1048.0,2677.0,9779.0,18259.0,0.46545000000000003,0.4083,0.4564,0
1583,MD,2,1,0.7167,1048.0,14125.0,13886.0,18259.0,0.46545000000000003,0.1633,0.2625,3
1584,MD,1,3,0.7167,1048.0,360.0,8792.0,21598.0,0.46545000000000003,0.5198,0.6145,4
1585,MD,1,3,0.7167,1048.0,170.0,8792.0,14065.0,0.46545000000000003,0.7138,0.8,2
1586,MD,1,3,0.7167,1048.0,72.0,8792.0,11038.0,0.46545000000000003,0.9692,1.0,2
1587,MD,2,1,0.7167,1048.0,4986.0,7283.0,18259.0,0.46545000000000003,0.0,0.5362,3
1588,MD,3,1,0.7295,940.0,3479.0,16780.0,18259.0,0.3759,0.5768,0.4264,0
1589,MD,3,1,0.5176,886.0,4313.0,12962.0,18259.0,0.3524,0.6808,0.4873,0
1590,MD,3,2,0.5903,1042.0,430.0,8792.0,19406.0,0.4286,0.5351,0.356,1
1591,MD,2,1,0.7167,1048.0,2426.0,7464.0,18259.0,0.46545000000000003,0.1333,0.3124,3
1592,MD,2,1,0.7167,1048.0,8358.0,8704.0,18259.0,0.46545000000000003,0.1144,0.2377,3
1593,MD,2,1,0.7167,1048.0,2184.0,8455.0,18259.0,0.46545000000000003,0.0,0.3812,3
1594,MD,3,2,0.3271,1048.0,951.0,8792.0,16853.0,0.3651,0.7881,0.5393,1
1595,MD,3,1,0.355,880.0,2880.0,10328.0,18259.0,0.1387,0.6943,0.5964,0
1596,MD,1,3,0.7167,1048.0,67.0,8792.0,17840.0,0.46545000000000003,0.6891,0.4454,4
1597,MD,1,3,0.7167,1048.0,545.0,8792.0,17965.0,0.46545000000000003,0.9698,0.9655,2
1598,MD,2,1,0.7167,1048.0,5375.0,5228.0,18259.0,0.46545000000000003,0.0912,0.2224,3
1599,MD,3,1,0.5945,963.0,4575.0,17123.0,18259.0,0.4655,0.6128,0.35,0
1600,MD,2,1,0.7167,1048.0,586.0,6754.0,18259.0,0.46545000000000003,0.3975,0.5865,0
1601,MD,3,2,0.7173,1048.0,1444.0,8792.0,24246.0,0.6792,0.5458,0.2399,1
1602,MD,2,3,0.7167,1048.0,845.0,8792.0,25358.0,0.3296,0.7207,0.7431,2
1603,MD,2,1,0.7167,1048.0,3997.0,6771.0,18259.0,0.46545000000000003,0.3307,0.3786,3
1604,MD,2,1,0.7167,1048.0,6016.0,4037.0,18259.0,0.46545000000000003,0.0693,0.2834,3
1605,MD,3,2,0.8102,1030.0,1347.0,8792.0,23479.0,0.6644,0.7329,0.3424,1
1606,MD,2,1,0.7167,1048.0,9287.0,8612.0,18259.0,0.46545000000000003,0.1211,0.2488,3
1607,MD,1,3,0.7167,1048.0,55.0,8792.0,14200.0,0.46545000000000003,0.6484,0.6044,2
1608,MD,3,2,0.1813,1418.0,5932.0,8792.0,26596.0,0.9254,0.3918,0.1307,1
1609,MD,1,3,0.8421,1048.0,46.0,8792.0,21965.0,0.46545000000000003,0.8868,0.1132,4
1610,MD,1,3,0.7167,1048.0,693.0,8792.0,23847.0,0.46545000000000003,0.6326,0.5838,2
1611,MD,3,2,0.58,1194.0,3972.0,8792.0,36046.0,0.8437,0.5407,0.1414,1
1612,MD,1,3,0.7167,1048.0,30.0,8792.0,11885.0,0.46545000000000003,0.9545,0.9318,2
1613,MD,3,1,0.7167,1048.0,26006.0,9358.0,18259.0,0.0278,0.3028,0.2391,0
1614,MD,3,1,0.7167,1048.0,738.0,8792.0,18259.0,0.46545000000000003,0.5014,0.2005,0
1615,MD,3,1,0.6315,1209.0,11012.0,18539.0,18259.0,0.6458,0.4251,0.2695,0
1616,MD,3,1,0.4699,1310.0,26045.0,16299.0,18259.0,0.8406,0.3581,0.1907,0
1617,MD,3,2,0.5803,1175.0,1892.0,8792.0,35607.0,0.7273,0.6126,0.2429,1
1618,MD,3,1,0.5502,871.0,3421.0,14511.0,18259.0,0.3246,0.6948,0.5506,0
1619,MD,1,3,0.7167,1048.0,748.0,8792.0,17574.0,0.46545000000000003,0.6904,0.671,2
1620,MD,1,3,0.7167,1048.0,134.0,8792.0,12738.0,0.46545000000000003,0.5513,0.7137,2
1621,MD,2,1,0.7167,1048.0,19064.0,8654.0,18259.0,0.46545000000000003,0.1849,0.3078,3
1622,MD,3,1,0.5757,893.0,6197.0,14502.0,18259.0,0.3375,0.8105,0.6152,0
1623,MD,3,2,0.6741,1060.0,1729.0,8792.0,26589.0,0.6563,0.6374,0.2269,1
1624,MD,3,2,0.8154,1048.0,340.0,8792.0,8675.0,0.3061,0.0,0.1977,3
1625,MD,1,3,0.7167,1048.0,374.0,8792.0,14455.0,0.46545000000000003,0.6869,0.8181,2
1626,MD,3,2,0.4964,1036.0,1220.0,8792.0,20579.0,0.5283,0.5355,0.3024,1
1627,MD,2,1,0.7167,1048.0,12956.0,6194.0,18259.0,0.46545000000000003,0.2206,0.3615,3
1628,MD,1,3,0.7167,1048.0,661.0,8792.0,22290.0,0.46545000000000003,0.2885,0.4137,4
1629,MD,1,3,0.7167,1048.0,29.0,8792.0,14936.0,0.46545000000000003,0.4375,0.3056,4
1630,MD,1,3,0.7167,1048.0,101.0,8792.0,12056.0,0.46545000000000003,0.9141,0.7813,2
1631,MD,3,1,0.5494,1145.0,7767.0,16888.0,18259.0,0.6681,0.5213,0.2209,0
1632,MD,3,1,0.7204,1221.0,1794.0,20616.0,18259.0,0.7931,0.4135,0.152,0
1633,MD,3,2,0.7167,1048.0,1037.0,8792.0,22050.0,0.1967,0.831,0.7078,1
1634,MD,3,2,0.8099,1048.0,443.0,8792.0,29270.0,0.6338,0.6281,0.2383,1
1635,MD,1,3,0.7167,1048.0,462.0,8792.0,22565.0,0.46545000000000003,0.3244,0.3708,4
1636,MD,3,1,0.6034,1078.0,18534.0,16133.0,18259.0,0.655,0.5047,0.2498,0
1637,MD,4,2,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
1638,MD,1,3,0.7167,1048.0,193.0,8792.0,16144.0,0.46545000000000003,1.0,0.9932,2
1639,MD,3,2,0.5959,990.0,3923.0,8792.0,25021.0,0.5613,0.6099,0.303,1
1640,MD,3,2,0.6655,1168.0,1424.0,8792.0,30255.0,0.6821,0.6872,0.1488,1
1641,MD,3,2,0.7587,1105.0,1662.0,8792.0,20675.0,0.7175,0.6629,0.3073,1
1642,MD,2,1,0.7167,1048.0,3090.0,9239.0,18259.0,0.46545000000000003,0.1032,0.5074,3
1643,MA,4,2,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
1644,MA,3,3,0.7167,1048.0,918.0,8792.0,11406.0,1.0,0.3215,0.2008,1
1645,MA,3,2,0.6779,885.0,1513.0,8792.0,19155.0,0.4487,0.8331,0.5027,1
1646,MA,3,2,0.1428,1434.0,1785.0,8792.0,19449.0,0.9578,0.1321,0.1998,1
1648,MA,3,2,0.7756,1048.0,1135.0,8792.0,24684.0,0.469,0.7888,0.3655,1
1649,MA,1,1,0.5098,1048.0,46.0,15976.0,18259.0,0.46545000000000003,0.7333,0.7111,0
1650,MA,3,2,0.7422,1048.0,2181.0,8792.0,25663.0,0.7273,0.7146,0.2297,1
1651,MA,3,2,0.2821,1258.0,2106.0,8792.0,28057.0,0.9073,0.3737,0.1613,1
1652,MA,1,3,0.7167,1048.0,66.0,8792.0,18259.0,0.46545000000000003,0.5811,0.5541,4
1653,MA,3,2,0.8065,895.0,83.0,8792.0,21380.0,0.3182,0.75,0.5,1
1654,MA,3,2,0.576,964.0,1454.0,8792.0,20836.0,0.555,0.8832,0.5289,1
1655,MA,2,3,0.5845,1048.0,1196.0,8792.0,25440.0,0.2716,0.8448,0.5143,2
1656,MA,1,3,0.7167,1048.0,200.0,8792.0,24489.0,0.46545000000000003,0.4484,0.5516,4
1657,MA,3,2,0.6255,1006.0,1871.0,8792.0,28697.0,0.3069,0.8154,0.3888,1
1658,MA,3,2,0.4379,1234.0,4172.0,8792.0,29886.0,0.8727,0.5074,0.1554,1
1659,MA,3,2,0.3617,1048.0,4402.0,8792.0,43018.0,0.4963,0.418,0.1889,1
1660,MA,2,1,0.7167,1048.0,2024.0,9616.0,18259.0,0.46545000000000003,0.3919,0.5817,0
1661,MA,1,3,0.7167,1048.0,241.0,8792.0,14205.0,0.46545000000000003,0.5372,0.5971,4
1662,MA,3,2,0.7167,1048.0,423.0,8792.0,32772.0,0.0658,0.789,0.4418,1
1664,MA,3,2,0.3222,1375.0,9465.0,8792.0,33070.0,0.913,0.4131,0.1371,1
1665,MA,3,2,0.3645,1048.0,545.0,8792.0,43952.0,0.6716,0.5551,0.1958,1
1666,MA,3,2,0.4561,1279.0,16460.0,8792.0,34603.0,0.8448,0.4235,0.1487,1
1667,MA,3,2,0.3704,1347.0,3603.0,8792.0,29578.0,0.8959,0.5092,0.1781,1
1668,MA,3,1,0.786,991.0,9489.0,17477.0,18259.0,0.5751,0.5298,0.2372,0
1669,MA,2,1,0.7167,1048.0,8250.0,6113.0,18259.0,0.46545000000000003,0.2139,0.426,3
1670,MA,1,2,0.3953,956.0,323.0,8792.0,14797.0,0.46545000000000003,0.8353,0.4335,1
1671,MA,2,1,0.7167,1048.0,12535.0,7483.0,18259.0,0.46545000000000003,0.0794,0.5064,3
1672,MA,3,2,0.7167,1048.0,1042.0,8792.0,23792.0,0.0245,0.545,0.3862,1
1673,MA,2,1,0.7167,1048.0,3459.0,8393.0,18259.0,0.46545000000000003,0.1195,0.3599,3
1674,MA,1,3,0.7167,1048.0,171.0,8792.0,13755.0,0.46545000000000003,0.6848,0.463,4
1675,MA,2,2,0.873,1048.0,680.0,8792.0,28130.0,0.1429,0.8294,0.3728,1
1676,MA,3,2,0.6154,1048.0,2312.0,8792.0,23415.0,0.8094,0.5548,0.2071,1
1678,MA,3,2,0.6692,931.0,2794.0,8792.0,30561.0,0.4502,0.6274,0.2555,1
1679,MA,1,3,0.7167,1048.0,331.0,8792.0,15654.0,0.46545000000000003,0.7611,0.7062,2
1680,MA,2,2,0.6835,845.0,1238.0,8792.0,25716.0,0.4315,0.649,0.292,1
1681,MA,1,1,0.3433,1048.0,80.0,13641.0,18259.0,0.46545000000000003,0.6667,0.5833,0
1682,MA,1,3,0.7167,1048.0,247.0,8792.0,16091.0,0.46545000000000003,0.7759,0.6108,2
1683,MA,3,2,0.5579,954.0,1313.0,8792.0,18191.0,0.5,0.4475,0.4928,1
1684,MA,3,2,0.4798,1240.0,3720.0,8792.0,36378.0,0.8147,0.5678,0.1702,1
1685,MA,3,2,0.6049,1090.0,2040.0,8792.0,30731.0,0.5808,0.6753,0.2337,1
1686,MA,3,2,0.7165,1070.0,2621.0,8792.0,31810.0,0.7129,0.6392,0.1575,1
1688,MA,1,3,0.7167,1048.0,105.0,8792.0,12307.0,0.46545000000000003,0.625,0.5652,4
1689,MA,2,2,0.6273,825.0,1733.0,8792.0,30797.0,0.3891,0.6564,0.5754,1
1690,MA,3,1,0.7211,987.0,4148.0,12849.0,18259.0,0.5029,0.6887,0.3416,0
1691,MA,3,1,0.5167,1040.0,4255.0,17552.0,18259.0,0.5055,0.6681,0.2829,0
1692,MA,2,2,0.7167,1048.0,463.0,8792.0,16785.0,0.4793,0.77,0.6456,1
1693,MA,3,2,0.4133,1156.0,1681.0,8792.0,26144.0,0.707,0.7229,0.2213,1
1695,MA,2,1,0.7167,1048.0,1980.0,11130.0,18259.0,0.46545000000000003,0.2885,0.5113,3
1696,MA,1,3,0.7167,1048.0,69.0,8792.0,73183.0,0.46545000000000003,0.767,0.4466,2
1697,MA,3,2,0.6369,1048.0,1468.0,8792.0,32520.0,0.6607,0.5948,0.217,1
1698,MA,3,2,0.0584,1501.0,7278.0,8792.0,14049.0,0.9747,0.029,0.1016,1
1699,MA,3,2,0.7167,1048.0,4.0,8792.0,18259.0,0.46545000000000003,0.2857,0.2857,1
1700,MA,3,2,0.7167,1048.0,92.0,8792.0,26722.0,0.4118,0.3636,0.2727,1
1701,MA,1,3,0.7167,1048.0,30.0,8792.0,10578.0,0.46545000000000003,0.8841,0.6667,2
1702,MA,3,2,0.3297,1048.0,2878.0,8792.0,32118.0,0.9136,0.5249,0.1627,1
1703,MA,2,1,0.7167,1048.0,6370.0,7972.0,18259.0,0.46545000000000003,0.2862,0.5165,3
1704,MA,2,3,0.7167,1048.0,71.0,8792.0,18259.0,0.46545000000000003,0.8821,0.7602,2
1705,MA,1,3,0.7167,1048.0,46.0,8792.0,12034.0,0.46545000000000003,0.8902,0.9512,2
1706,MA,1,3,0.7167,1048.0,44.0,8792.0,16178.0,0.46545000000000003,0.8929,0.7381,2
1707,MA,1,3,0.7167,1048.0,102.0,8792.0,11140.0,0.46545000000000003,1.0,0.9804,2
1708,MA,3,2,0.7614,974.0,1667.0,8792.0,25316.0,0.5294,0.8689,0.319,1
1709,MA,2,2,0.7167,1048.0,302.0,8792.0,18259.0,0.46545000000000003,0.953,0.3323,1
1710,MA,3,2,0.6749,1065.0,1785.0,8792.0,32534.0,0.4602,0.6356,0.2621,1
1711,MA,1,3,0.7167,1048.0,102.0,8792.0,14441.0,0.46545000000000003,0.5632,0.6092,4
1712,MA,3,1,0.6397,1132.0,11830.0,16351.0,18259.0,0.5426,0.597,0.2989,0
1713,MA,1,3,0.7167,1048.0,38.0,8792.0,15506.0,0.46545000000000003,0.551,0.6939,4
1714,MA,1,3,0.7167,1048.0,60.0,8792.0,13585.0,0.46545000000000003,0.41,0.42,4
1715,MA,2,2,0.7167,1048.0,173.0,8792.0,21177.0,0.5091,0.5747,0.454,1
1716,MA,3,1,0.6294,1209.0,21672.0,19087.0,18259.0,0.7266,0.6043,0.2513,0
1717,MA,3,1,0.7141,1015.0,11786.0,11741.0,18259.0,0.4358,0.5642,0.3831,0
1718,MA,2,1,0.7167,1048.0,4573.0,12324.0,18259.0,0.46545000000000003,0.2607,0.3027,3
1719,MA,3,2,0.8921,1094.0,3808.0,8792.0,34345.0,0.7053,0.783,0.3009,1
1720,MA,3,1,0.6982,1081.0,1861.0,21058.0,18259.0,0.7382,0.5535,0.2565,0
1721,MA,3,2,0.0815,1503.0,4510.0,8792.0,21816.0,0.9307,0.1992,0.1825,1
1722,MA,3,1,0.7726,1051.0,1362.0,16546.0,18259.0,0.6667,0.7462,0.186,0
1723,MA,4,1,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0
1725,MA,1,3,0.7167,1048.0,91.0,8792.0,11438.0,0.46545000000000003,0.5133,0.5733,4
1726,MA,2,1,0.7167,1048.0,7034.0,9241.0,18259.0,0.46545000000000003,0.1607,0.4069,3
1727,MA,3,2,0.786,1048.0,2722.0,8792.0,29063.0,0.5995,0.735,0.223,1
1728,MA,3,2,0.7167,1048.0,160.0,8792.0,18259.0,0.46545000000000003,0.7953,0.0,1
1729,MA,2,1,0.7167,1048.0,8871.0,4047.0,18259.0,0.46545000000000003,0.16,0.3452,3
1730,MA,3,2,0.7167,1048.0,378.0,8792.0,21510.0,0.5974,0.7601,0.3788,1
1731,MA,3,2,0.4681,1048.0,2154.0,8792.0,28118.0,0.8187,0.4533,0.203,1
1732,MA,3,2,0.6065,880.0,1261.0,8792.0,27772.0,0.3952,0.7741,0.3925,1
1733,MA,2,1,0.7167,1048.0,4222.0,8685.0,18259.0,0.46545000000000003,0.3035,0.4883,3
1734,MA,1,3,0.7167,1048.0,210.0,8792.0,22123.0,0.46545000000000003,0.4027,0.2184,4
